c,mu,distance
0.4804657046831402,0.8759786002672634,0.026892348434902923
0.4456226208062065,0.40576013148128764,0.026948170690910836
0.3812225219114169,0.44924230469670423,0.02696467056976225
0.33319074467131216,0.4620356797862224,0.02700025811498657
0.46456959885360494,0.3364052708111974,0.02700902373009923
0.42738885187948716,0.8264415341265883,0.02705054708326604
0.4908326717935466,0.35360443857083224,0.027055305373125654
0.49757042957381503,0.6045133583440678,0.027122470366652263
0.42836035577971254,0.407803689018837,0.02713037013119351
0.41536900712889424,0.528186570878707,0.02713506741579959
0.4588796598568079,0.682170955015609,0.027153885447514854
0.4328695961521365,0.22524070289113718,0.027162965009538003
0.4046963909902632,0.2825650302109386,0.02717101466906814
0.46882348024077614,0.8525294053167485,0.027180120820190896
0.40878845017253174,0.4697664213147037,0.027324324882925934
0.4010869177638977,0.7691380545022414,0.027345369160899337
0.3880046677845279,0.16650328663830616,0.027356031930553734
0.46279690638742965,0.3474694341858684,0.027416081275865676
0.3930893010165315,0.5274696165166862,0.02743661577275801
0.44374613261315765,0.8334386485921619,0.02744512565912045
0.425117173220914,0.21666844679874267,0.02746739753046298
0.486762826185433,0.2683947716912914,0.027472926378694706
0.48496948336196055,0.33610183461545107,0.027477796802557544
0.4977593428544449,0.6820418180342929,0.0275042231496307
0.45458779812094685,0.6171512451623409,0.02751847040725496
0.45136471020172597,0.5408563579793667,0.027537880166961865
0.416110345732856,0.6848958363758932,0.027573962806583682
0.46207549056685304,0.8746403323640846,0.027601389458607066
0.4926124114438629,0.7864756521425286,0.027621243460153152
0.44745640728896285,0.2783198867840776,0.027637506975924046
0.4485949608915224,0.2340036528300189,0.027646205216359018
0.3958498805166406,0.5852042090267328,0.027679614679086594
0.4421670483128308,0.16958141536170207,0.02769384602344879
0.49319656000341283,0.7213981489853686,0.02773606189238523
0.4851761192155457,0.10581158610457582,0.027770373713529785
0.4995466615719234,0.8744692707321092,0.02779664432553146
0.3918035466484868,0.3339488351463527,0.027827812060806877
0.4729746390512066,0.429685213116595,0.027869504711931652
0.4312989679402155,0.4035351441158457,0.027880855883621034
0.4778951595191039,0.37851708785674976,0.027882124684980213
0.3939853220139108,0.7984644545928721,0.027888823096231894
0.40465743781103547,0.47671294388663443,0.027917161013385296
0.38832883592661205,0.3596389006654068,0.02793097018465056
0.40261203098734455,0.23330833797516606,0.027964983366844172
0.47596455675806126,0.7512803057706317,0.027988637012290558
0.39376201078564044,0.7813323867188723,0.02803469629293928
0.48353761415586605,0.5604239415537048,0.028056457189406244
0.4713371324147334,0.7316904698045692,0.02808526181571841
0.4296813156421948,0.4344614764482405,0.028098011343419983
0.3590277566403448,0.7569877617646684,0.028100604899653412
0.4632721770202739,0.31521434630985157,0.028110260526434755
0.47554160348271857,0.5317037131874519,0.02814950204330675
0.4249100147463568,0.22539303960060134,0.02822658404150358
0.478127731492751,0.28084508302216504,0.028226755460272257
0.4403034202205369,0.48758903129833187,0.028246627230278383
0.36280356258299573,0.7274794791562739,0.028249405027790976
0.4954271956036479,0.6327137831826162,0.028259549405352514
0.3938176643758037,0.43455870963401266,0.0282923126120661
0.4524088105902174,0.17702204834202118,0.02829991364132175
0.4629520815698086,0.6746755514470295,0.0283307256664108
0.4260625712193673,0.1486146678639532,0.028339420778179227
0.4661800956051777,0.6267020870957218,0.028342500928787068
0.44060447019113413,0.3294815935110219,0.02843570104103973
0.4913516035210864,0.8676884645988884,0.028469482381949747
0.3590528187293184,0.22546788847001445,0.02849955602956825
0.43361309085837796,0.5760468688836896,0.028509475950845353
0.4564947604395222,0.5736480227853564,0.028516698785791824
0.47954042797620855,0.6004905177001213,0.028543188432466816
0.458016864518798,0.19212239005078866,0.028603297069417062
0.43042096099323657,0.22630050161628468,0.028655124282335843
0.4039384801583973,0.8226027744433004,0.02866103467147107
0.41590754596851276,0.7428079893798996,0.028667965113827375
0.39651557090163436,0.3993291416980378,0.02872144899358512
